Run,Success,Crashed,RMSE_X,RMSE_Y,RMSE_Z,RMSE_Vx,RMSE_Vy,RMSE_Vz,RMSE_Phi,RMSE_Theta,RMSE_Psi,RMSE_p,RMSE_q,RMSE_r
35,1,0,0.000173702431050271,0.0284977570976096,2.62640000361362e-05,3.69331127449631e-12,3.02410013970892e-14,3.27535930260016e-14,0.00138884969899812,1.36119403546358e-05,2.57871850492638e-16,2.5296162204634e-12,7.22030626105151e-14,3.87828999205935e-14
36,1,0,0.000173702437696104,0.0284977570976059,2.62640000361362e-05,4.91285604389791e-12,2.43120251224575e-14,3.27107802153037e-14,0.00138884969899822,1.36119402247292e-05,2.5931930957455e-16,2.53015690872501e-12,9.60376472307028e-14,3.87941200429653e-14
37,1,0,0.000173702434156594,0.0284977570975918,2.62640000361362e-05,3.29403230459255e-13,1.53496641416907e-15,3.27451253065722e-14,0.00138884969899859,1.36119402939159e-05,2.5645775667015e-16,2.52814728182253e-12,6.54965837548166e-15,3.87607965806262e-14
38,1,0,0.0001737024342053,0.0284977570975843,2.62639999757393e-05,3.92418747539913e-13,1.13480348329942e-14,3.30470835746374e-14,0.0013888496989988,1.36119402929631e-05,2.56658568076099e-16,2.52992575479334e-12,7.77741318796458e-15,3.87884950884349e-14
39,1,0,0.000173702433020843,0.0284977570975784,2.62639999757393e-05,1.14148625277734e-12,2.09594058432053e-14,3.30336850982579e-14,0.00138884969899896,1.36119403161169e-05,2.56725923509024e-16,2.53019601578176e-12,2.23509049553807e-14,3.87923027266879e-14
40,1,0,0.000173702435753384,0.0284977570973413,2.62639999757393e-05,2.39734147758754e-12,4.10245482655131e-13,3.28614135227036e-14,0.00138884969900531,1.36119402627037e-05,2.57313147488632e-16,2.52654382095056e-12,4.68838024041236e-14,3.87387081804447e-14
41,1,0,0.000173702434654009,0.0284977570976098,2.62640000361362e-05,9.73577757389889e-13,3.06503899826963e-14,3.272318075612e-14,0.00138884969899937,1.36119402841944e-05,2.56642459614957e-16,2.52743334596827e-12,1.90672423798087e-14,3.87492067414682e-14
42,1,0,0.00017370243336269,0.0284977570975969,2.62640000361362e-05,6.98932677905604e-13,9.56813207730427e-15,3.27409915257383e-14,0.00138884969899972,1.36119403094352e-05,2.56809826796547e-16,2.52728452155534e-12,1.37290737926265e-14,3.8747247500476e-14
43,1,0,0.000173702434836768,0.0284977570975805,2.62639999757393e-05,1.21020676038742e-12,1.74467122716104e-14,3.30533338521849e-14,0.0013888496989989,1.3611940280619e-05,2.56839424434559e-16,2.52994979955337e-12,2.36870102957627e-14,3.87886294607455e-14
44,1,0,0.000173702426545923,0.0284977570976061,2.6264000034359e-05,9.52833129924174e-12,2.44816987244161e-14,3.08464959840049e-14,0.0013888496989982,1.36119404426837e-05,2.65839205776189e-16,2.5326473052268e-12,1.86258950859218e-13,3.88280709150298e-14
45,1,0,0.000173702433660101,0.0284977570975828,2.62639999757393e-05,3.13669234257625e-13,1.37619385076576e-14,3.3044989231972e-14,0.00138884969899884,1.36119403036215e-05,2.56567658633471e-16,2.52948771433745e-12,6.26115114881812e-15,3.87818002242596e-14
46,1,0,0.000173702439469623,0.0284977570976001,2.62640000361362e-05,7.20953410873077e-12,1.48412663949357e-14,3.27035940006308e-14,0.00138884969899837,1.36119401900616e-05,2.62351579246973e-16,2.52973636256064e-12,1.40928955771743e-13,3.8788894211135e-14
47,1,0,0.000173702433386752,0.0284977570975965,2.62640000361362e-05,6.67869698370744e-13,8.97740191792338e-15,3.27529236113059e-14,0.00138884969899973,1.36119403089655e-05,2.57028686468332e-16,2.52983469303454e-12,1.31274185174914e-14,3.87862749957433e-14
48,1,0,0.000173702432787045,0.0284977570976257,2.62640000361362e-05,1.4445248246129e-12,5.65906614337909e-14,3.27348772924862e-14,0.00138884969899895,1.36119403206879e-05,2.57014798119052e-16,2.52653747585624e-12,2.82696008822987e-14,3.87363432266705e-14
49,1,0,0.000173702420765736,0.0284977570975773,2.62639999757393e-05,1.70138997306524e-11,2.27052698078552e-14,3.29445170837802e-14,0.00138884969899897,1.36119405556697e-05,2.84619981494214e-16,2.53122344963271e-12,3.3257364897431e-13,3.88046814658957e-14
50,1,0,0.000173702433568043,0.0284977570975927,2.62640000361362e-05,4.32884279848294e-13,2.85240992046874e-15,3.27581340750485e-14,0.00138884969899857,1.36119403054205e-05,2.56577386966214e-16,2.52955835363895e-12,8.5562111615992e-15,3.8781908822574e-14
51,1,0,0.000173702432255629,0.0284977570975958,2.62640000361362e-05,2.13269360811271e-12,7.77340110380554e-15,3.27546648274033e-14,0.00138884969899848,1.36119403310751e-05,2.56882916512531e-16,2.52915089889423e-12,4.17063577460832e-14,3.877571678598e-14
52,1,0,0.000173702430337972,0.0284977570976293,2.62640000361362e-05,4.6156662731437e-12,6.24528203418482e-14,3.2746414794052e-14,0.00138884969899759,1.36119403685591e-05,2.58765085973589e-16,2.5301077771777e-12,9.02411364931682e-14,3.87895905785895e-14
53,1,0,0.00017370243281977,0.0284977570975868,2.62639999757393e-05,1.40192084115231e-12,7.20318571080981e-15,3.30450414669747e-14,0.00138884969899873,1.36119403200472e-05,2.56687364316482e-16,2.52924188825868e-12,2.74450822867287e-14,3.87779873180828e-14
54,1,0,0.000173702431373336,0.028497757097602,2.62640000344888e-05,3.27456411874938e-12,1.77631849085399e-14,3.09799415217829e-14,0.00138884969899833,1.36119403483208e-05,2.57671051030874e-16,2.53025103314814e-12,6.40270281053964e-14,3.87919521151198e-14
55,1,0,0.000173702418411806,0.0284977570975926,2.62639999757393e-05,2.00643751384975e-11,2.66495689919136e-15,3.29422840254057e-14,0.00138884969899857,1.36119406016822e-05,2.94847059388432e-16,2.52627225931125e-12,3.9220511902275e-13,3.87289485241461e-14
56,1,0,0.000173702437841852,0.0284977570976005,2.62640000361362e-05,5.10284539011022e-12,1.54450830271273e-14,3.2710840686195e-14,0.00138884969899836,1.36119402218794e-05,2.5917304844471e-16,2.52645155950158e-12,9.9751619364354e-14,3.87379731789495e-14
57,1,0,0.000173702432807783,0.0284977570975924,2.62640000254777e-05,1.41765899687052e-12,2.3170854951857e-15,2.11399831766259e-14,0.00138884969899857,1.36119403202816e-05,2.56603920675478e-16,2.52842650412351e-12,2.77448751167657e-14,3.87643109980421e-14
